Date,Symbol,Open,High,Low,Close
6/20/2020,BTCUSD,9300,9389.75,9159.25,9358
6/19/2020,BTCUSD,9377.5,9420,9234.75,9300
6/18/2020,BTCUSD,9458.75,9470.25,9279.5,9377.5
6/17/2020,BTCUSD,9521,9561.25,9237.25,9458.75
6/16/2020,BTCUSD,9430.5,9588,9384.75,9521
6/15/2020,BTCUSD,9329.25,9500.75,8906,9430.5
6/14/2020,BTCUSD,9464,9480.75,9243,9329.25
6/13/2020,BTCUSD,9464.5,9490.75,9352,9464
6/12/2020,BTCUSD,9255.5,9551.5,9230,9464.5
6/11/2020,BTCUSD,9894.25,9977,9061.25,9255.5
6/10/2020,BTCUSD,9776.75,10006.25,9708.25,9894.25
6/9/2020,BTCUSD,9785,9884.5,9574.5,9776.75
6/8/2020,BTCUSD,9749,9810,9646.75,9785
6/7/2020,BTCUSD,9669.75,9814.25,9384,9749
6/6/2020,BTCUSD,9624.25,9736.25,9538,9669.75
6/5/2020,BTCUSD,9792.75,9849.75,9624.25,9624.25
6/4/2020,BTCUSD,9662,9884.5,9461.25,9792.75
6/3/2020,BTCUSD,9515.5,9690,9400,9662
6/2/2020,BTCUSD,10214.5,10223.5,9287,9515.5
6/1/2020,BTCUSD,9443,10377.75,9410,10214.5
5/31/2020,BTCUSD,9693,9701,9392.5,9443
5/30/2020,BTCUSD,9426.25,9740.25,9342.25,9693
5/29/2020,BTCUSD,9572.25,9606.5,9335,9426.25
5/28/2020,BTCUSD,9197.5,9618,9117,9572.25
5/27/2020,BTCUSD,8845,9223,8817.25,9197.5
5/26/2020,BTCUSD,8900.5,9008.25,8700,8845
5/25/2020,BTCUSD,8715.75,8974,1523.89,8900.5
5/24/2020,BTCUSD,9177.75,9296.5,8698,8715.75
5/23/2020,BTCUSD,9163,9304.75,9091,9177.75
5/22/2020,BTCUSD,9034.5,9262.25,8934.5,9163
5/21/2020,BTCUSD,9508.75,9568,8810,9034.5
5/20/2020,BTCUSD,9782.5,9829.25,9300,9508.75
5/19/2020,BTCUSD,9727,9891.75,9476,9782.5
5/18/2020,BTCUSD,9670.25,9947.25,9456.5,9727
5/17/2020,BTCUSD,9390,9878.5,9334,9670.25
5/16/2020,BTCUSD,9311.25,9583,9220,9390
5/15/2020,BTCUSD,9795.25,9838.25,9120,9311.25
5/14/2020,BTCUSD,9309.5,9947.5,9271.5,9795.25
5/13/2020,BTCUSD,8818.25,9417.75,8815.25,9309.5
5/12/2020,BTCUSD,8563.5,8975,8552.75,8818.25
5/11/2020,BTCUSD,8731.75,9159.5,8198.25,8563.5
5/10/2020,BTCUSD,9541.25,9563.25,8108.25,8731.75
5/9/2020,BTCUSD,9816.5,9916,9530,9541.25
5/8/2020,BTCUSD,9996.25,10048.5,9731.25,9816.5
5/7/2020,BTCUSD,9145.5,10076,9040.75,9996.25
5/6/2020,BTCUSD,9038,9409,8924,9145.5
5/5/2020,BTCUSD,8889.25,9113.75,8775,9038
5/4/2020,BTCUSD,8899.5,8958,8544.5,8889.25
5/3/2020,BTCUSD,8983.5,9198.75,8733.75,8899.5
5/2/2020,BTCUSD,8826.75,9013,8768.5,8983.5
5/1/2020,BTCUSD,8642,9064,8638.75,8826.75
4/30/2020,BTCUSD,8782.25,9459.25,8420,8642
4/29/2020,BTCUSD,7766.75,8950,7718.5,8782.25
4/28/2020,BTCUSD,7791,7792,7671,7766.75
4/27/2020,BTCUSD,7701.5,7799.5,7635.5,7791
4/26/2020,BTCUSD,7546.75,7708,7489,7701.5
4/25/2020,BTCUSD,7506.25,7713,7442,7546.75
4/24/2020,BTCUSD,7485.75,7607.25,7400,7506.25
4/23/2020,BTCUSD,7135,7768.5,7035.25,7485.75
4/22/2020,BTCUSD,6849.75,7166,6826.25,7135
4/21/2020,BTCUSD,6839,6949,6772.5,6849.75
4/20/2020,BTCUSD,7131.25,7222.25,6753,6839
4/19/2020,BTCUSD,7099.75,7248.25,6930,7131.25
4/18/2020,BTCUSD,7036.25,7123,7032.25,7099.75
4/17/2020,BTCUSD,7107.75,7155.75,7005.25,7036.25
4/16/2020,BTCUSD,6624.25,7216.25,6477.75,7107.75
4/15/2020,BTCUSD,6875.5,6939.75,6615.25,6624.25
4/14/2020,BTCUSD,6850.5,6986.25,6773.5,6875.5
4/13/2020,BTCUSD,6905.25,6905.25,6568.25,6850.5
4/12/2020,BTCUSD,6885,7199.5,6788.25,6905.25
4/11/2020,BTCUSD,6874.25,6948.25,6772.75,6885
4/10/2020,BTCUSD,7291.25,7303.25,6756.75,6874.25
4/9/2020,BTCUSD,7369.5,7375.75,7113.25,7291.25
4/8/2020,BTCUSD,7203,7405,7153.5,7369.5
4/7/2020,BTCUSD,7343.25,7468.75,7088.5,7203
4/6/2020,BTCUSD,6778.25,7365.75,6775,7343.25
4/5/2020,BTCUSD,6869.25,6906.75,6679.25,6778.25
4/4/2020,BTCUSD,6745,7013.5,6659.25,6869.25
4/3/2020,BTCUSD,6805.75,7046.25,6612.5,6745
4/2/2020,BTCUSD,6657.25,7249.5,6578.25,6805.75
4/1/2020,BTCUSD,6423.75,6700,6160,6657.25
3/31/2020,BTCUSD,6405.5,6528,6350,6423.75
3/30/2020,BTCUSD,5876.75,6620,5864.5,6405.5
3/29/2020,BTCUSD,6256,6267.5,5871.75,5876.75
3/28/2020,BTCUSD,6373.5,6373.5,6034.5,6256
3/27/2020,BTCUSD,6756.75,6865.75,6276.5,6373.5
3/26/2020,BTCUSD,6706,6790.5,6531.5,6756.75
3/25/2020,BTCUSD,6766.5,6988.75,6492.25,6706
3/24/2020,BTCUSD,6488.75,6850,6427,6766.5
3/23/2020,BTCUSD,5847.25,6671.5,5703.25,6488.75
3/22/2020,BTCUSD,6197.75,6416,5739,5847.25
3/21/2020,BTCUSD,6209.25,6457.25,5865,6197.75
3/20/2020,BTCUSD,6201.75,6889.5,5666,6209.25
3/19/2020,BTCUSD,5408.75,7000,5278.25,6201.75
3/18/2020,BTCUSD,5334.25,5452.75,5020.25,5408.75
3/17/2020,BTCUSD,5003.25,5479,4942,5334.25
3/16/2020,BTCUSD,5391.75,5391.75,4443.75,5003.25
3/15/2020,BTCUSD,5169.75,5975,5104.25,5391.75
3/14/2020,BTCUSD,5613.25,5641,5062.5,5169.75
3/13/2020,BTCUSD,5047.75,5982,3934,5613.25
3/12/2020,BTCUSD,7932.25,7963,4660.75,5047.75
3/11/2020,BTCUSD,7892.5,7983.5,7594.75,7932.25
3/10/2020,BTCUSD,7930.75,8152.25,7750,7892.5
3/9/2020,BTCUSD,8035,8150.25,7650,7930.75
3/8/2020,BTCUSD,8902,8902,8015,8035
3/7/2020,BTCUSD,9146.75,9210,8860.75,8902
3/6/2020,BTCUSD,9065.75,9200,9000.25,9146.75
3/5/2020,BTCUSD,8758.5,9165.75,8758.5,9065.75
3/4/2020,BTCUSD,8757.25,8842.5,8681.75,8758.5
3/3/2020,BTCUSD,8918.75,8918.75,8666.25,8757.25
3/2/2020,BTCUSD,8535,8967.75,8491.25,8918.75
3/1/2020,BTCUSD,8536.5,8752,8416,8535
2/29/2020,BTCUSD,8722.5,8802.75,8536.5,8536.5
2/28/2020,BTCUSD,8810,8894.25,8443.75,8722.5
2/27/2020,BTCUSD,8795,8976.25,8527,8810
2/26/2020,BTCUSD,9304,9364,8615.75,8795
2/25/2020,BTCUSD,9667.25,9675,9243.75,9304
2/24/2020,BTCUSD,9975.75,10017.75,9493,9667.25
2/23/2020,BTCUSD,9674,10000,9672.5,9975.75
2/22/2020,BTCUSD,9693,9720,9575.75,9674
2/21/2020,BTCUSD,9604.5,9770.5,9580,9693
2/20/2020,BTCUSD,9603.25,9686.75,9412.5,9604.5
2/19/2020,BTCUSD,10182.25,10290,9315,9603.25
2/18/2020,BTCUSD,9700.25,10266,9619,10182.25
2/17/2020,BTCUSD,9941,9968.25,9474.25,9700.25
2/16/2020,BTCUSD,9903.5,10045,9640.25,9941
2/15/2020,BTCUSD,10368.75,10397,9791,9903.5
2/14/2020,BTCUSD,10234.25,10392,10104.25,10368.75
2/13/2020,BTCUSD,10355,10510,10088,10234.25
2/12/2020,BTCUSD,10279.5,10480,10257,10355
2/11/2020,BTCUSD,9854.75,10388.25,9715,10279.5
2/10/2020,BTCUSD,10166,10199,9705,9854.75
2/9/2020,BTCUSD,9911.5,10174.25,9895.75,10166
2/8/2020,BTCUSD,9815,9936.5,9666.75,9911.5
2/7/2020,BTCUSD,9750,9866,9717.5,9815
2/6/2020,BTCUSD,9621.25,9854.25,9534,9750
2/5/2020,BTCUSD,9164.75,9763,9156.75,9621.25
2/4/2020,BTCUSD,9286.75,9344.25,9082.5,9164.75
2/3/2020,BTCUSD,9323,9610.5,9225.25,9286.75
2/2/2020,BTCUSD,9378,9470.75,9147.75,9323
2/1/2020,BTCUSD,9330.25,9451.25,9293.75,9378
1/31/2020,BTCUSD,9506.5,9514.5,9214.75,9330.25
1/30/2020,BTCUSD,9280.5,9568,9186.5,9506.5
1/29/2020,BTCUSD,9387,9427,9241.25,9280.5
1/28/2020,BTCUSD,8894.5,9409.75,8894.5,9387
1/27/2020,BTCUSD,8590,8985,8561.25,8894.5
1/26/2020,BTCUSD,8337.5,8590,8288.5,8590
1/25/2020,BTCUSD,8433.5,8433.5,8264.25,8337.5
1/24/2020,BTCUSD,8392.75,8504.75,8222,8433.5
1/23/2020,BTCUSD,8658.75,8663.5,8286.25,8392.75
1/22/2020,BTCUSD,8724.5,8792.75,8577.5,8658.75
1/21/2020,BTCUSD,8628,8763.75,8482.5,8724.5
1/20/2020,BTCUSD,8704,8730.25,8520.25,8628
1/19/2020,BTCUSD,8910.25,9179.75,8482.5,8704
1/18/2020,BTCUSD,8897.25,8974.75,8805,8910.25
1/17/2020,BTCUSD,8718.5,9000,8674.25,8897.25
1/16/2020,BTCUSD,8816.25,8845.75,8583.75,8718.5
1/15/2020,BTCUSD,8835.75,8900,8579.75,8816.25
1/14/2020,BTCUSD,8117.25,8887,8117.25,8835.75
1/13/2020,BTCUSD,8178,8196.75,8059,8117.25
1/12/2020,BTCUSD,8019.75,8184.5,7957.5,8178
1/11/2020,BTCUSD,8190,8291.75,8013.5,8019.75
1/10/2020,BTCUSD,7822,8190,7678.25,8190
1/9/2020,BTCUSD,8048.5,8048.5,7749.5,7822
1/8/2020,BTCUSD,8169.5,8465.75,7868.25,8048.5
1/7/2020,BTCUSD,7760,8203,7730.75,8169.5
1/6/2020,BTCUSD,7352.5,7801.75,7344.25,7760
1/5/2020,BTCUSD,7353,7490,7318,7352.5
1/4/2020,BTCUSD,7332.5,7391.25,7261.5,7353
1/3/2020,BTCUSD,6945.25,7400.5,6859.5,7332.5
1/2/2020,BTCUSD,7177,7185,6906.5,6945.25
1/1/2020,BTCUSD,7172.75,7233.25,7158.25,7177
12/31/2019,BTCUSD,7222.25,7303.5,7119,7172.75
12/30/2019,BTCUSD,7395,7395,7206.5,7222.25
12/29/2019,BTCUSD,7307.5,7519,7285,7395
12/28/2019,BTCUSD,7243.25,7349,7239.25,7307.5
12/27/2019,BTCUSD,7193.5,7251.75,7067.75,7243.25
12/26/2019,BTCUSD,7198.25,7427.25,7150.5,7193.5
12/25/2019,BTCUSD,7255.75,7267,7120.25,7198.25
12/24/2019,BTCUSD,7323.75,7423.25,7162.5,7255.75
12/23/2019,BTCUSD,7510.75,7689.5,7268,7323.75
12/22/2019,BTCUSD,7143.5,7520.25,7127.5,7510.75
12/21/2019,BTCUSD,7189.75,7195,7119.25,7143.5
12/20/2019,BTCUSD,7151.75,7218.25,7087.25,7189.75
12/19/2019,BTCUSD,7281.75,7365.75,7057,7151.75
12/18/2019,BTCUSD,6616.25,7423.5,6439,7281.75
12/17/2019,BTCUSD,6880.25,6934,6558.25,6616.25
12/16/2019,BTCUSD,7113.75,7139.25,6825,6880.25
12/15/2019,BTCUSD,7067.75,7205.5,7009.75,7113.75
12/14/2019,BTCUSD,7250.75,7263.5,7013.25,7067.75
12/13/2019,BTCUSD,7189.75,7296.25,7185.25,7250.75
12/12/2019,BTCUSD,7200.5,7302.5,7082,7189.75
12/11/2019,BTCUSD,7230.75,7265.25,7129.75,7200.5
12/10/2019,BTCUSD,7337.5,7399.25,7160.25,7230.75
12/9/2019,BTCUSD,7533.5,7655.5,7294.5,7337.5
12/8/2019,BTCUSD,7507.25,7579.25,7400.25,7533.5
12/7/2019,BTCUSD,7549.5,7630.75,7499,7507.25
12/6/2019,BTCUSD,7385.5,7607.75,7314.5,7549.5
12/5/2019,BTCUSD,7197.25,7488,7158.5,7385.5
12/4/2019,BTCUSD,7296.75,7812.25,7099.25,7197.25
12/3/2019,BTCUSD,7314.5,7413.75,7243,7296.75
12/2/2019,BTCUSD,7415.25,7424.25,7164.75,7314.5
12/1/2019,BTCUSD,7559.25,7559.25,7240.75,7415.25
11/30/2019,BTCUSD,7756,7812.75,7457.5,7559.25
11/29/2019,BTCUSD,7434.25,7866.25,7420.75,7756
11/28/2019,BTCUSD,7526.75,7656.75,7376.25,7434.25
11/27/2019,BTCUSD,7159.25,7670.5,6855,7526.75
11/26/2019,BTCUSD,7131.25,7338.25,7026,7159.25
11/25/2019,BTCUSD,6908.25,7370.5,6526.5,7131.25
11/24/2019,BTCUSD,7327.75,7343.5,6869.5,6908.25
11/23/2019,BTCUSD,7286,7349.25,7103.75,7327.75
11/22/2019,BTCUSD,7616,7730.75,6774.75,7286
11/21/2019,BTCUSD,8084.5,8118.5,7386.25,7616
11/20/2019,BTCUSD,8117.75,8219.5,8025.25,8084.5
11/19/2019,BTCUSD,8179.75,8193.75,8002.5,8117.75
11/18/2019,BTCUSD,8509,8509,8018.75,8179.75
11/17/2019,BTCUSD,8475.5,8625.75,8379,8509
11/16/2019,BTCUSD,8458,8530,8430.5,8475.5
11/15/2019,BTCUSD,8632.75,8776.5,8362.75,8458
11/14/2019,BTCUSD,8764.5,8783,8552.75,8632.75
11/13/2019,BTCUSD,8811.25,8834,8710,8764.5
11/12/2019,BTCUSD,8719.75,8866,8563.5,8811.25
11/11/2019,BTCUSD,9039.75,9066.5,8600,8719.75
11/10/2019,BTCUSD,8808.25,9136.5,8753.25,9039.75
11/9/2019,BTCUSD,8768,8868,8722.25,8808.25
11/8/2019,BTCUSD,9200.75,9243.5,8671.5,8768
11/7/2019,BTCUSD,9343.75,9364.75,9090,9200.75
11/6/2019,BTCUSD,9317.75,9448,9254.75,9343.75
11/5/2019,BTCUSD,9416.25,9482,9185.25,9317.75
11/4/2019,BTCUSD,9210,9592.75,9126.25,9416.25
11/3/2019,BTCUSD,9307.25,9376.75,9083,9210
11/2/2019,BTCUSD,9254.75,9391.75,9208.75,9307.25
11/1/2019,BTCUSD,9157.75,9295.75,9062,9254.75
10/31/2019,BTCUSD,9166.25,9425.25,8866.25,9157.75
10/30/2019,BTCUSD,9431,9436.25,8997.5,9166.25
10/29/2019,BTCUSD,9208.5,9556.75,9080,9431
10/28/2019,BTCUSD,9552.25,9935.75,9186.25,9208.5
10/27/2019,BTCUSD,9259,9803.25,9109,9552.25
10/26/2019,BTCUSD,8667.25,10545.25,8649.75,9259
10/25/2019,BTCUSD,7426.75,8785.75,7390,8667.25
10/24/2019,BTCUSD,7478.75,7513.75,7361.25,7426.75
10/23/2019,BTCUSD,8029.5,8047,7295,7478.75
10/22/2019,BTCUSD,8220,8316.5,8000.25,8029.5
10/21/2019,BTCUSD,8230,8346,8161,8220
10/20/2019,BTCUSD,7954,8306.5,7900,8230
10/19/2019,BTCUSD,7959.5,8096.25,7888,7954
10/18/2019,BTCUSD,8077,8117.5,7825.25,7959.5
10/17/2019,BTCUSD,7999,8124.75,7940.5,8077
10/16/2019,BTCUSD,8163.5,8174,7919,7999
