Date,Symbol,Open,High,Low,Close
12/3/2018,BTCUSD,4099.8,4115.67,3746.49,3834.21
12/2/2018,BTCUSD,4146.05,4260.81,4029.49,4099.8
12/1/2018,BTCUSD,3975.01,4260.95,3910.2,4146.05
11/30/2018,BTCUSD,4245,4300.4,3866.79,3975.01
11/29/2018,BTCUSD,4215.71,4403.19,4088.79,4245
11/28/2018,BTCUSD,3776.68,4346.23,3770.28,4215.71
11/27/2018,BTCUSD,3729.06,3829.28,3560,3776.68
11/26/2018,BTCUSD,3940.28,4074.73,3519.42,3729.06
11/25/2018,BTCUSD,3780.18,4128.99,3474.98,3940.28
11/24/2018,BTCUSD,4288.74,4377.08,3655.74,3780.18
11/23/2018,BTCUSD,4267,4364,4090,4288.74
11/22/2018,BTCUSD,4547.2,4589.76,4237.16,4267
11/21/2018,BTCUSD,4353.33,4633.11,4235.1,4547.2
11/20/2018,BTCUSD,4734.33,4889.79,4038.69,4353.33
11/19/2018,BTCUSD,5555,5557.5,4669.5,4734.33
11/18/2018,BTCUSD,5509.69,5668.49,5503.1,5555
11/17/2018,BTCUSD,5515.09,5548.52,5456.43,5509.69
11/16/2018,BTCUSD,5578.39,5615.04,5420.5,5515.09
11/15/2018,BTCUSD,5598.27,5640.95,5197.83,5578.39
11/14/2018,BTCUSD,6259.75,6295.69,5299.47,5598.27
11/13/2018,BTCUSD,6326.39,6329.79,6250,6259.75
11/12/2018,BTCUSD,6364.79,6387.08,6295.23,6326.39
11/11/2018,BTCUSD,6351.5,6364.98,6267.97,6364.79
11/10/2018,BTCUSD,6339.18,6378.21,6335.73,6351.5
11/9/2018,BTCUSD,6413.81,6420.57,6313.03,6339.18
11/8/2018,BTCUSD,6501.39,6513.42,6377.77,6413.81
11/7/2018,BTCUSD,6447.93,6536.92,6447.93,6501.39
11/6/2018,BTCUSD,6405,6451.78,6388.13,6447.93
11/5/2018,BTCUSD,6420.96,6440.55,6374.96,6405
11/4/2018,BTCUSD,6334.18,6466.43,6317.99,6420.96
11/3/2018,BTCUSD,6350.46,6351.84,6313.28,6334.18
11/2/2018,BTCUSD,6345.15,6380.27,6331.81,6350.46
11/1/2018,BTCUSD,6307,6362.27,6292.13,6345.15
10/31/2018,BTCUSD,6274.93,6358.63,6208.29,6307
10/30/2018,BTCUSD,6265.2,6289.41,6244.79,6274.93
10/29/2018,BTCUSD,6410.32,6415,6198.73,6265.2
10/28/2018,BTCUSD,6410.33,6418.8,6386.03,6410.32
10/27/2018,BTCUSD,6408.76,6423.69,6384.26,6410.33
10/26/2018,BTCUSD,6389,6454.19,6379,6408.76
10/25/2018,BTCUSD,6411.98,6423,6354.68,6389
10/24/2018,BTCUSD,6395.84,6475.24,6393.9,6411.98
10/23/2018,BTCUSD,6409.09,6417.32,6359.84,6395.84
10/22/2018,BTCUSD,6410.32,6421.81,6362,6409.09
10/21/2018,BTCUSD,6415.52,6450,6396.7,6410.32
10/20/2018,BTCUSD,6386.75,6420.99,6367.19,6415.52
10/19/2018,BTCUSD,6395.71,6411.78,6352,6386.75
10/18/2018,BTCUSD,6440.42,6489.06,6349.73,6395.71
10/17/2018,BTCUSD,6453.09,6460,6407.21,6440.42
10/16/2018,BTCUSD,6434.47,6491.32,6387.25,6453.09
10/15/2018,BTCUSD,6185.33,6732.48,6149.3,6434.47
10/14/2018,BTCUSD,6198.38,6289.61,6148.68,6185.33
10/13/2018,BTCUSD,6185.04,6215.45,6170,6198.38
10/12/2018,BTCUSD,6152.65,6234.6,6108,6185.04
10/11/2018,BTCUSD,6532.04,6532.04,6062.42,6152.65
10/10/2018,BTCUSD,6586.98,6591.02,6443.97,6532.04
10/9/2018,BTCUSD,6606.52,6617.08,6551.93,6586.98
10/8/2018,BTCUSD,6574.28,6661.35,6549,6606.52
10/7/2018,BTCUSD,6550.94,6596.22,6498.09,6574.28
10/6/2018,BTCUSD,6575.78,6600.69,6534.87,6550.94
10/5/2018,BTCUSD,6551.2,6651.02,6513.85,6575.52
10/4/2018,BTCUSD,6462.95,6575,6455.83,6551.2
10/3/2018,BTCUSD,6500.68,6512.65,6400,6462.95
10/2/2018,BTCUSD,6575,6599.4,6450,6500.68
10/1/2018,BTCUSD,6593.83,6640,6480.94,6575
9/30/2018,BTCUSD,6583.05,6638.38,6519.82,6593.83
9/29/2018,BTCUSD,6622.84,6622.84,6456.28,6583.05
9/28/2018,BTCUSD,6683.16,6790.91,6527,6622.84
9/27/2018,BTCUSD,6454.38,6737.29,6428.41,6683.16
9/26/2018,BTCUSD,6434.49,6538.56,6374.44,6454.38
9/25/2018,BTCUSD,6577.52,6577.74,6325.38,6434.49
9/24/2018,BTCUSD,6701.2,6722.65,6552.44,6577.52
9/23/2018,BTCUSD,6716.75,6772.9,6668.11,6701.2
9/22/2018,BTCUSD,6753.11,6827.34,6626.34,6716.75
9/21/2018,BTCUSD,6493.79,6775,6484.17,6753.11
9/20/2018,BTCUSD,6389.25,6532.85,6337.13,6493.79
9/19/2018,BTCUSD,6332.82,6525.28,6075.29,6389.25
9/18/2018,BTCUSD,6249.41,6385.05,6227.48,6332.82
9/17/2018,BTCUSD,6497.98,6530.52,6185,6249.41
9/16/2018,BTCUSD,6524.18,6524.18,6377.44,6497.98
9/15/2018,BTCUSD,6527.72,6561.12,6472.97,6524.18
9/14/2018,BTCUSD,6485.97,6584.47,6375,6527.72
9/13/2018,BTCUSD,6336.5,6530.01,6328.14,6485.97
9/12/2018,BTCUSD,6279.5,6345.72,6189.6,6336.5
9/11/2018,BTCUSD,6305.06,6421.59,6166.7,6279.5
9/10/2018,BTCUSD,6239.75,6358.54,6225.85,6305.06
9/9/2018,BTCUSD,6184.2,6476.49,6147.44,6239.75
9/8/2018,BTCUSD,6400.46,6467.18,6110.76,6184.2
9/7/2018,BTCUSD,6491.09,6528.95,6326.08,6400.46
9/6/2018,BTCUSD,6683.62,6705.44,6261.62,6491.09
9/5/2018,BTCUSD,7359.62,7390,6660.01,6683.62
9/4/2018,BTCUSD,7261.5,7411.01,7236.24,7359.62
9/3/2018,BTCUSD,7289.47,7339.13,7192.31,7261.5
9/2/2018,BTCUSD,7194.6,7330.25,7139.15,7289.47
9/1/2018,BTCUSD,7015.85,7276.3,7014.9,7194.6
8/31/2018,BTCUSD,6980.12,7084.44,6883.45,7015.85
8/30/2018,BTCUSD,7035.74,7055.02,6787.35,6980.12
8/29/2018,BTCUSD,7074.46,7123,6892.08,7035.74
8/28/2018,BTCUSD,6908,7125.95,6863.97,7074.46
8/27/2018,BTCUSD,6713,6948.52,6652.83,6908
8/26/2018,BTCUSD,6734.37,6775,6573.45,6713
8/25/2018,BTCUSD,6695.82,7550,6682.51,6734.37
8/24/2018,BTCUSD,6522.1,6723.03,6448.57,6695.82
8/23/2018,BTCUSD,6354.59,6571.73,6350.19,6522.1
8/22/2018,BTCUSD,6480,6903.36,6250.01,6354.59
8/21/2018,BTCUSD,6251.01,6500.62,6244.76,6480
8/20/2018,BTCUSD,6489.16,6522.63,6234.9,6251.01
8/19/2018,BTCUSD,6396.6,6549.95,6312.37,6489.16
8/18/2018,BTCUSD,6580.65,6621.76,6308.27,6396.6
8/17/2018,BTCUSD,6315.43,6587.62,6292.69,6580.65
8/16/2018,BTCUSD,6274.85,6476.24,6215.21,6315.43
8/15/2018,BTCUSD,6194.43,6626.03,6190.34,6274.85
8/14/2018,BTCUSD,6254.05,6255.7,5881.41,6194.43
8/13/2018,BTCUSD,6315.45,6547.28,6146.48,6254.05
8/12/2018,BTCUSD,6237.02,6489.76,6165.24,6315.45
8/11/2018,BTCUSD,6144,6494.41,6002.34,6237.02
8/10/2018,BTCUSD,6531,6580.25,6009.85,6144
8/9/2018,BTCUSD,6277.87,6629.38,6187,6531
8/8/2018,BTCUSD,6718.54,6718.54,6121.68,6277.87
8/7/2018,BTCUSD,6938.41,7151.13,6675.1,6718.54
8/6/2018,BTCUSD,7025.3,7176,6841.96,6938.41
8/5/2018,BTCUSD,7003.71,7080.34,6888.3,7025.3
8/4/2018,BTCUSD,7415,7487.84,6926.14,7003.71
8/3/2018,BTCUSD,7538.06,7538.06,7291.64,7415
8/2/2018,BTCUSD,7607.65,7710.53,7461.51,7538.06
8/1/2018,BTCUSD,7728.6,7755.57,7440,7607.65
7/31/2018,BTCUSD,8162.74,8162.74,7646.49,7728.6
7/30/2018,BTCUSD,8211.93,8278.06,7853.99,8162.74
7/29/2018,BTCUSD,8225.6,8279.21,8120,8211.93
7/28/2018,BTCUSD,8181.31,8232.39,8050.23,8225.6
7/27/2018,BTCUSD,7920.38,8266.18,7789.11,8181.31
7/26/2018,BTCUSD,8162.24,8299.61,7845.48,7920.38
7/25/2018,BTCUSD,8400.48,8480.39,8049.98,8162.24
7/24/2018,BTCUSD,7714.56,8471.42,7695.4,8400.48
7/23/2018,BTCUSD,7394.65,7801.23,7373.35,7714.56
7/22/2018,BTCUSD,7404.19,7555.33,7325.01,7394.65
7/21/2018,BTCUSD,7329.39,7444.42,7213.18,7404.19
7/20/2018,BTCUSD,7466.65,7681.54,7268.59,7329.39
7/19/2018,BTCUSD,7378.57,7554.76,7286.22,7466.65
7/18/2018,BTCUSD,7316.96,7581.3,7241.33,7378.57
7/17/2018,BTCUSD,6723.81,7469.85,6660.87,7316.96
7/16/2018,BTCUSD,6345.9,6747.55,6335.35,6723.81
7/15/2018,BTCUSD,6252.85,6384,6230.69,6345.9
7/14/2018,BTCUSD,6221.47,6324.06,6187.62,6252.85
7/13/2018,BTCUSD,6243.52,6338,6130,6221.47
7/12/2018,BTCUSD,6380.38,6380.38,6081.42,6243.52
7/11/2018,BTCUSD,6300.29,6397.4,6286.98,6380.38
7/10/2018,BTCUSD,6659.95,6680.58,6273.85,6300.29
7/9/2018,BTCUSD,6703.83,6790,6626.15,6659.95
7/8/2018,BTCUSD,6755.65,6780.75,6673.06,6703.83
7/7/2018,BTCUSD,6601.56,6844.37,6505.6,6755.65
7/6/2018,BTCUSD,6530.93,6638.79,6456.36,6601.56
7/5/2018,BTCUSD,6585.9,6706.18,6450.06,6530.93
7/4/2018,BTCUSD,6498.44,6806.17,6392.4,6585.9
7/3/2018,BTCUSD,6618.24,6658.9,6466.34,6498.44
7/2/2018,BTCUSD,6348.52,6672.42,6276,6618.24
7/1/2018,BTCUSD,6390.42,6428.35,6259.57,6348.52
6/30/2018,BTCUSD,6207.39,6535.89,6192.54,6390.42
6/29/2018,BTCUSD,5848.04,6340.36,5784.29,6207.39
6/28/2018,BTCUSD,6134.27,6160,5819.98,5848.04
6/27/2018,BTCUSD,6073.05,6184.44,5982.4,6134.27
6/26/2018,BTCUSD,6248.14,6280.39,6053.86,6073.05
6/25/2018,BTCUSD,6151.59,6344.35,6075.62,6248.14
6/24/2018,BTCUSD,6177.21,6251.62,5758.66,6151.59
6/23/2018,BTCUSD,6063.28,6256.91,6032,6177.21
6/22/2018,BTCUSD,6718.25,6730,5936.19,6063.28
6/21/2018,BTCUSD,6760,6787.62,6672.87,6718.25
6/20/2018,BTCUSD,6742.24,6811.19,6555.62,6760
6/19/2018,BTCUSD,6712.85,6838.01,6662.34,6742.24
6/18/2018,BTCUSD,6444.52,6785.55,6391,6712.85
6/17/2018,BTCUSD,6485.91,6576.84,6435.64,6444.52
6/16/2018,BTCUSD,6470,6557.53,6331.45,6485.91
6/15/2018,BTCUSD,6640.45,6656.8,6441.97,6470
6/14/2018,BTCUSD,6301.35,6711.52,6274.48,6640.45
6/13/2018,BTCUSD,6548.65,6623.33,6137.2,6301.35
6/12/2018,BTCUSD,6880.15,6887.64,6449.97,6548.65
6/11/2018,BTCUSD,6762.19,6911.69,6625.61,6880.15
6/10/2018,BTCUSD,7502.8,7502.8,6618.07,6762.19
6/9/2018,BTCUSD,7618.9,7685.61,7466.93,7502.8
6/8/2018,BTCUSD,7689.66,7694.54,7542.3,7618.9
6/7/2018,BTCUSD,7656.06,7747.67,7627.99,7689.66
6/6/2018,BTCUSD,7619.88,7699.99,7476,7656.06
6/5/2018,BTCUSD,7490.74,7675.99,7351.52,7619.88
6/4/2018,BTCUSD,7713.22,7766.14,7445.63,7490.74
6/3/2018,BTCUSD,7633.89,7800.46,7588.51,7713.22
6/2/2018,BTCUSD,7526.05,7695.49,7443.72,7633.89
6/1/2018,BTCUSD,7487.56,7624.82,7349.17,7526.05
5/31/2018,BTCUSD,7377.09,7617.72,7333.64,7487.56
5/30/2018,BTCUSD,7464.35,7565.24,7264.09,7377.09
5/29/2018,BTCUSD,7120.06,7541.75,7050.14,7464.35
5/28/2018,BTCUSD,7347.27,7445.17,7081.76,7120.06
5/27/2018,BTCUSD,7336.69,7401.37,7223.76,7347.27
5/26/2018,BTCUSD,7463.14,7656.91,7300,7336.69
5/25/2018,BTCUSD,7575.58,7665.91,7319.63,7463.14
5/24/2018,BTCUSD,7506.22,7744.51,7254.54,7575.58
5/23/2018,BTCUSD,7991.21,8033.3,7422,7506.22
5/22/2018,BTCUSD,8403.28,8408.29,7955.53,7991.21
5/21/2018,BTCUSD,8520,8603.27,8301.06,8403.28
5/20/2018,BTCUSD,8241.15,8605.85,8171.43,8520
5/19/2018,BTCUSD,8244.33,8402,8144.73,8241.15
5/18/2018,BTCUSD,8062.22,8271,7925.8,8244.33
5/17/2018,BTCUSD,8340.51,8492.99,7995.65,8062.22
5/16/2018,BTCUSD,8475.88,8498.99,8083.77,8340.51
5/15/2018,BTCUSD,8683.63,8849.03,8403.33,8475.88
5/14/2018,BTCUSD,8692.81,8898.61,8290.7,8683.63
5/13/2018,BTCUSD,8464.2,8758.86,8341.46,8692.81
5/12/2018,BTCUSD,8407.82,8650.01,8225.19,8464.2
5/11/2018,BTCUSD,9016.92,9016.92,8353.33,8407.82
5/10/2018,BTCUSD,9304.73,9391.97,8999.43,9016.92
5/9/2018,BTCUSD,9182.97,9361.41,8972.6,9304.73
5/8/2018,BTCUSD,9364.52,9455.91,9010.19,9182.97
5/7/2018,BTCUSD,9620,9620,9170,9364.52
5/6/2018,BTCUSD,9815.58,9891.72,9408.42,9620
5/5/2018,BTCUSD,9695.85,9949.97,9670.9,9815.58
5/4/2018,BTCUSD,9719.82,9745,9505.99,9695.85
5/3/2018,BTCUSD,9229.77,9775.74,9164.53,9719.82
5/2/2018,BTCUSD,9055,9279.87,8979.27,9229.77
5/1/2018,BTCUSD,9232.7,9250,8840.36,9055
4/30/2018,BTCUSD,9388.13,9442,9118.3,9232.7
4/29/2018,BTCUSD,9346.55,9547.5,9180.05,9388.13
4/28/2018,BTCUSD,9128.61,9408.33,9050.28,9346.55
4/27/2018,BTCUSD,9280,9360,9079.83,9128.61
4/26/2018,BTCUSD,8864.42,9310.7,8654.73,9280
4/25/2018,BTCUSD,9686.11,9740.26,8758.17,8864.42
4/24/2018,BTCUSD,8938.81,9729.2,8931.54,9686.11
4/23/2018,BTCUSD,8797.01,8998.52,8780,8938.81
4/22/2018,BTCUSD,8924.43,9013.55,8763.13,8797.01
4/21/2018,BTCUSD,8859.65,9036.86,8617.05,8924.43
4/20/2018,BTCUSD,8275.6,8933.8,8222.11,8859.65
4/19/2018,BTCUSD,8168.11,8291.91,8090.45,8275.6
4/18/2018,BTCUSD,7891.3,8229.52,7875.17,8168.11
4/17/2018,BTCUSD,8049.75,8155.68,7825.52,7891.3
4/16/2018,BTCUSD,8360.95,8414.3,7910.94,8049.75
4/15/2018,BTCUSD,7996.03,8394.88,7996.03,8360.95
4/14/2018,BTCUSD,7878.81,8169,7831.51,7996.03
4/13/2018,BTCUSD,7919.43,8218.74,7755.41,7878.81
4/12/2018,BTCUSD,6937.54,8045.53,6764.43,7919.43
4/11/2018,BTCUSD,6831.17,6969.02,6809.1,6937.54
4/10/2018,BTCUSD,6772.92,6883.81,6665.41,6831.17
4/9/2018,BTCUSD,7019.16,7162.33,6612.09,6772.92
4/8/2018,BTCUSD,6894.28,7095.16,6894.28,7019.16
4/7/2018,BTCUSD,6619.19,7051.88,6615.15,6894.28
4/6/2018,BTCUSD,6774.46,6860.69,6515.47,6619.19
4/5/2018,BTCUSD,6778.43,6920,6586.49,6774.46
4/4/2018,BTCUSD,7424.31,7424.8,6711.69,6778.43
4/3/2018,BTCUSD,7043.9,7500.51,7011.75,7424.31
4/2/2018,BTCUSD,6827.36,7117.18,6774.91,7043.9
4/1/2018,BTCUSD,6925.16,7038.06,6446.45,6827.36
3/31/2018,BTCUSD,6845.13,7210.71,6800.32,6925.16
3/30/2018,BTCUSD,7085.83,7269.9,6592.62,6845.13
3/29/2018,BTCUSD,7949.67,7962.61,6916,7085.83
3/28/2018,BTCUSD,7793.41,8100,7735.08,7949.67
3/27/2018,BTCUSD,8142.95,8214.59,7743.75,7793.41
3/26/2018,BTCUSD,8448.08,8497.69,7873.6,8142.95
3/25/2018,BTCUSD,8541.3,8675.73,8373.33,8448.08
3/24/2018,BTCUSD,8928.05,9005.13,8496.92,8541.3
3/23/2018,BTCUSD,8730.23,8928.05,8290.69,8928.05
3/22/2018,BTCUSD,8910.13,9097.87,8487.46,8730.23
3/21/2018,BTCUSD,8948.52,9173,8770.04,8910.13
3/20/2018,BTCUSD,8595.66,9040.32,8325.16,8948.52
3/19/2018,BTCUSD,8198.65,8725.54,8120,8595.66
3/18/2018,BTCUSD,7882.13,8300.96,7324.51,8198.65
3/17/2018,BTCUSD,8268,8343.13,7749.99,7882.13
3/16/2018,BTCUSD,8259.41,8594.77,7921.25,8268
3/15/2018,BTCUSD,8206.1,8414,7673.05,8259.41
3/14/2018,BTCUSD,9153.98,9350,7990,8206.1
3/13/2018,BTCUSD,9099.95,9472.22,8857.48,9153.98
3/12/2018,BTCUSD,9530.96,9890,8778.12,9099.95
3/11/2018,BTCUSD,8791.52,9759.67,8489.46,9530.96
3/10/2018,BTCUSD,9241.89,9490.32,8722.58,8791.52
3/9/2018,BTCUSD,9292.93,9411.17,8366.33,9241.89
3/8/2018,BTCUSD,9886.72,10107.87,9067.46,9292.93
3/7/2018,BTCUSD,10701.35,10890,9411.09,9886.72
3/6/2018,BTCUSD,11400,11401.55,10568.3,10701.35
3/5/2018,BTCUSD,11491.94,11630.7,11400,11400
3/4/2018,BTCUSD,11433.6,11499.71,11054,11491.94
3/3/2018,BTCUSD,11023.79,11484.08,11023.79,11433.6
3/2/2018,BTCUSD,10903.35,11161.76,10784.08,11023.79
3/1/2018,BTCUSD,10300.52,11070,10219.72,10903.35
2/28/2018,BTCUSD,10570.73,11040.14,10274.95,10300.52
2/27/2018,BTCUSD,10296.8,10842,10133.3,10570.73
2/26/2018,BTCUSD,9589.83,10444.18,9396.04,10296.8
2/25/2018,BTCUSD,9683.39,9873,9300,9589.83
2/24/2018,BTCUSD,10164.11,10535.55,9373.31,9683.39
2/23/2018,BTCUSD,9824,10405.9,9593.56,10164.11
2/22/2018,BTCUSD,10470.54,10927.6,9729.62,9824
2/21/2018,BTCUSD,11226.72,11267.05,10242.51,10470.54
2/20/2018,BTCUSD,11163.11,11784,11066.87,11226.72
2/19/2018,BTCUSD,10388.37,11255.02,10305.8,11163.11
2/18/2018,BTCUSD,11099.39,11282.54,10168.03,10388.37
2/17/2018,BTCUSD,10184.27,11134.25,10053.92,11099.39
2/16/2018,BTCUSD,10025.33,10303.98,9738.47,10184.27
2/15/2018,BTCUSD,9496.11,10240.11,9363.01,10025.33
2/14/2018,BTCUSD,8515.07,9516.09,8515.07,9496.11
2/13/2018,BTCUSD,8899.98,8935,8376.07,8515.07
2/12/2018,BTCUSD,8088.43,8985,8080.65,8899.98
2/11/2018,BTCUSD,8558.74,8565.64,7850,8088.43
2/10/2018,BTCUSD,8713.62,9089.35,8162.5,8558.74
2/9/2018,BTCUSD,8252.98,8726.57,7760.01,8713.62
2/8/2018,BTCUSD,7574.66,8625.05,7573.6,8252.98
2/7/2018,BTCUSD,7695.88,8592.99,7213.56,7574.66
2/6/2018,BTCUSD,6930.82,7940,5930.11,7695.88
2/5/2018,BTCUSD,8210.75,8350.53,6587.46,6930.82
2/4/2018,BTCUSD,9239.2,9360.94,7871.9,8210.75
2/3/2018,BTCUSD,8813.84,9487.1,8185.91,9239.2
2/2/2018,BTCUSD,9008.87,9088.03,7615.69,8813.84
2/1/2018,BTCUSD,10140.46,10196.96,8448.31,9008.87
1/31/2018,BTCUSD,10000.17,10315.21,9585.9,10140.46
1/30/2018,BTCUSD,11143.85,11158.99,9750,10000.17
1/29/2018,BTCUSD,11693.82,11748.36,11014.39,11143.85
1/28/2018,BTCUSD,11423.05,11997.39,11391.14,11693.82
1/27/2018,BTCUSD,11110.75,11589.68,10857.78,11423.05
1/26/2018,BTCUSD,11138.67,11615.57,10286.34,11110.75
1/25/2018,BTCUSD,11382.24,11710,10859.66,11138.67
1/24/2018,BTCUSD,10866.16,11486.06,10502,11382.24
1/23/2018,BTCUSD,10769.42,11372.87,9976,10866.16
1/22/2018,BTCUSD,11490.15,11873.13,10001,10769.42
1/21/2018,BTCUSD,12770.52,12776.94,11092,11490.15
1/20/2018,BTCUSD,11537.11,13009.08,11520.59,12770.52
1/19/2018,BTCUSD,11375.49,12022.31,11067.97,11537.11
1/18/2018,BTCUSD,11185.28,12150.35,10707.68,11375.49
1/17/2018,BTCUSD,11369.25,11727.01,9129.99,11185.28
1/16/2018,BTCUSD,13600.16,13619.31,10008.11,11369.25
1/15/2018,BTCUSD,13619.65,14307.34,13388.32,13600.16
1/14/2018,BTCUSD,14230,14350,13061.87,13619.65
1/13/2018,BTCUSD,13823.45,14554.54,13823.45,14230
1/12/2018,BTCUSD,13311.83,14131.2,12885.19,13823.45
1/11/2018,BTCUSD,14894.3,14984.92,12801.01,13311.83
1/10/2018,BTCUSD,14419.5,14901.64,13444.54,14894.3
1/9/2018,BTCUSD,14991.15,15379.24,14172.96,14419.5
1/8/2018,BTCUSD,16167.15,16310.77,13928.61,14991.15
1/7/2018,BTCUSD,17151.96,17161.21,15780.3,16167.15
1/6/2018,BTCUSD,16923.72,17220.08,16291.92,17151.96
1/5/2018,BTCUSD,15187.37,17148.02,14814.25,16923.72
1/4/2018,BTCUSD,15137.03,15414.21,14173.45,15187.37
1/3/2018,BTCUSD,14730.69,15407.88,14546.3,15137.03
1/2/2018,BTCUSD,13406.56,15305.48,12981.03,14730.69
1/1/2018,BTCUSD,13863.49,13912.06,12837.8,13406.56
12/31/2017,BTCUSD,12676.36,14234.67,12528.06,13863.49
12/30/2017,BTCUSD,14486.91,14551.98,12382.16,12676.36
12/29/2017,BTCUSD,14464,15063.26,14012.57,14486.91
12/28/2017,BTCUSD,15408.77,15489.97,13510,14464
12/27/2017,BTCUSD,15783.91,16499.6,14541.59,15408.77
12/26/2017,BTCUSD,13940.8,16119.33,13902.67,15783.91
12/25/2017,BTCUSD,14053.38,14610,13268,13940.8
12/24/2017,BTCUSD,14664.08,14871.86,12668.61,14053.38
12/23/2017,BTCUSD,14058.47,15921.15,13796.86,14664.08
12/22/2017,BTCUSD,15300.29,15300.29,10720,14058.47
12/21/2017,BTCUSD,16473.97,17279.55,15076.52,15288.94
12/20/2017,BTCUSD,17596.1,17850,15544.43,16473.97
12/19/2017,BTCUSD,18930.81,18996,16725.87,17596.1
12/18/2017,BTCUSD,19050,19230.24,18079,18930.81
12/17/2017,BTCUSD,19357.97,19720,18758.85,19050
12/16/2017,BTCUSD,17685.55,19500.1,17488,19357.97
12/15/2017,BTCUSD,16598.4,17839,16588.42,17685.55
12/14/2017,BTCUSD,16517.6,17108.45,16166.18,16598.4
12/13/2017,BTCUSD,17333.51,17548.23,16000,16517.6
12/12/2017,BTCUSD,16907.28,17590,16334.9,17333.51
12/11/2017,BTCUSD,15301.96,17448.88,15272.13,16907.28
12/10/2017,BTCUSD,15062.92,16143.98,13208,15301.96
12/9/2017,BTCUSD,16158.92,16500.49,13200,15062.92
12/8/2017,BTCUSD,16782.72,17188.27,13871.18,16158.92
12/7/2017,BTCUSD,13651.98,16800,13201,16782.72
12/6/2017,BTCUSD,11693.48,13738.63,11684.86,13651.98
12/5/2017,BTCUSD,11625.09,11864.01,11458.14,11693.48
12/4/2017,BTCUSD,11175,11629.18,10865.83,11625.09
12/3/2017,BTCUSD,10899.95,11800,10274.92,11175
12/2/2017,BTCUSD,10874.73,11154.87,10698.38,10899.95
12/1/2017,BTCUSD,9941.96,10942.59,9367.99,10874.73
11/30/2017,BTCUSD,9820.04,10800,8897.06,9941.96
11/29/2017,BTCUSD,9936.23,11250,8980.72,9820.04
11/28/2017,BTCUSD,9755,9978.85,9648.6,9936.23
11/27/2017,BTCUSD,9334.25,9764.84,9334.25,9755
11/26/2017,BTCUSD,8785,9518.67,8752.34,9334.25
11/25/2017,BTCUSD,8205.25,8793.49,8166.52,8785
11/24/2017,BTCUSD,8010,8335.27,7879.68,8205.25
11/23/2017,BTCUSD,8234.2,8270.98,8010,8010
11/22/2017,BTCUSD,8098.31,8289.12,8063.17,8234.2
11/21/2017,BTCUSD,8231.93,8356.99,7795.5,8098.31
11/20/2017,BTCUSD,8041.09,8281,7950,8231.93
11/19/2017,BTCUSD,7780,8100.28,7678.3,8041.09
11/18/2017,BTCUSD,7690.38,7838.95,7457.21,7780
11/17/2017,BTCUSD,7841.77,8000,7519.55,7690.38
11/16/2017,BTCUSD,7292.56,7982.79,7122.2,7841.77
11/15/2017,BTCUSD,6604.17,7345.31,6602.42,7292.56
11/14/2017,BTCUSD,6523.86,6742.29,6484.85,6604.17
11/13/2017,BTCUSD,5856.39,6797.05,5809.17,6523.86
11/12/2017,BTCUSD,6351.07,6452.86,5493,5856.39
11/11/2017,BTCUSD,6571.91,6826.42,6200,6351.07
11/10/2017,BTCUSD,7151.29,7344.6,6420.5,6571.91
11/9/2017,BTCUSD,7477.05,7504.56,7054.21,7151.29
11/8/2017,BTCUSD,7123.55,7870,7077.24,7477.05
11/7/2017,BTCUSD,6958.54,7229,6958.45,7123.55
11/6/2017,BTCUSD,7383.3,7427,6925.2,6958.54
11/5/2017,BTCUSD,7392.76,7602.81,7298.67,7383.3
11/4/2017,BTCUSD,7161.52,7506.89,7000,7392.76
11/3/2017,BTCUSD,7032.65,7466.87,6940.55,7161.52
11/2/2017,BTCUSD,6740,7343.5,6737.68,7032.65
11/1/2017,BTCUSD,6448.65,6749.99,6355,6740
10/31/2017,BTCUSD,6124.83,6463.71,6085.91,6448.65
10/30/2017,BTCUSD,6137.83,6215,6026.77,6124.83
10/29/2017,BTCUSD,5730.76,6310.09,5692.69,6137.83
10/28/2017,BTCUSD,5764.27,5875.95,5655.01,5730.76
10/27/2017,BTCUSD,5889.23,5991.89,5689.61,5764.27
10/26/2017,BTCUSD,5736.57,5979.21,5694.14,5889.23
10/25/2017,BTCUSD,5521.33,5750.25,5360,5736.57
10/24/2017,BTCUSD,5903.66,5903.66,5461.99,5521.33
10/23/2017,BTCUSD,5989.93,6056.05,5646.6,5903.66
10/22/2017,BTCUSD,6013.59,6070.75,5733.01,5989.93
10/21/2017,BTCUSD,5981.93,6182.99,5878.82,6013.59
10/20/2017,BTCUSD,5721.64,6047.12,5613.05,5981.93
10/19/2017,BTCUSD,5572.36,5733.5,5522.73,5721.64
10/18/2017,BTCUSD,5597,5599.6,5105.85,5572.36
10/17/2017,BTCUSD,5745.64,5764.51,5523,5597
10/16/2017,BTCUSD,5705,5775.95,5576.75,5745.64
10/15/2017,BTCUSD,5788.14,5828.13,5427.82,5705
10/14/2017,BTCUSD,5646.37,5792.23,5565,5788.14
10/13/2017,BTCUSD,5438.31,5870,5387.52,5646.37
10/12/2017,BTCUSD,4815,5438.31,4808.16,5438.31
10/11/2017,BTCUSD,4749.19,4867.6,4713.06,4815
10/10/2017,BTCUSD,4744.46,4892,4707.44,4749.19
10/9/2017,BTCUSD,4589.94,4861,4541.03,4744.46
10/8/2017,BTCUSD,4425.01,4596.79,4415.43,4589.94
